Pharmacy Name,النوع,Location,Detailed_Location ,Phone
البزاليه,الصيدليات,بعلبك,التوفيقية -حي الشمالي الشرقي -الطريق العام-عقار رقم 226-ملك مصطفى علي البزال,03/057456
البسام,الصيدليات,بعبدا,الغبيري-جسر المطار-ملك علي محمد ذياب علي عقار 338,01/451493
البستان,الصيدليات,بعبدا,الغبيري حي حاطوم شارع المطار ملك حاطوم عقار 1514,01/847979
البستاني,الصيدليات,الشوف,دير القمر ملك انطوان جرمانوس رقم العقار 101,05/505196
البستاني,الصيدليات,بيروت,بيروت-سامي الصلح-البارك ملك الخارقي رقم العقار 5227,01/381616
البسطة الجديدة,الصيدليات,بيروت,بيروت-الاوزاعي-البسطة التحتا-رضوان رقم العقار 25/1319,01/641835
البشار,الصيدليات,بعبدا,برج البراجنة-الشارع العام-الاوزاعي -ملك د.محمد المقداد عقار 3906,01/842966
البشعلاني,الصيدليات,المتن,بعبدات الشارع العام ملك اليسارباتي عقار 12/1025,04/821939
البقاع الجديدة,الصيدليات,زحلة,مجدل عنجر-طريق الشام ملك خليل ومحممد زرين عقار 1285,08/621549
البقاع الكبرى,الصيدليات,زحلة,مجدل عنجر العقارية عقار رقم 1750 ملك الياس طالب,NA
البقاع المركزية,الصيدليات,زحلة,مجدل عنجر عقار 1264ملك عبد الكريم احمد عبد الكريم,08/622998
البلد,الصيدليات,زحلة,قب الياس حي البيضاء الشارع العام عقار رقم 1012 ملك محمد قاسم حاطوم,NA
البلدة,الصيدليات,المتن,برمانا ملك البتروني عقار 993,04/960824
البلسم,الصيدليات,الشوف,شحيم-شريفة ملك يوسف فراز رقم العقار 6059,07/242410
البلسم,الصيدليات,زحلة,برالياس-البربيطه ملك خالد ابراهيم السيد 1182,NA
البوار,الصيدليات,كسروان,البوار-الشارع العام ملك باسكال المعنق عقار 72,09/440409
البوشرية,الصيدليات,المتن,البوشرية-ماغي الحاج امانوس ملك الحاج عقار 2488 قسم 605,01/260084
التعاون,الصيدليات,زحلة,برالياس-الشارع العام ملك محمد سعيد الميس عقار 3028,08/510835
التمساح,الصيدليات,بيروت,طريق الجديدة-ابو سهل ملك ورثة عفيف دامر رقم العقار 2444 قسم 6/7/8,01/854774
التوجيه,الصيدليات,زغرتا,مجدليا -حي تلة الذهب -المنطفة العقارية مجدليا زغرتا-الطريق العام عقار رقم 796 مقسم رقم 14و15 -ملك نيلي قسطنطين كوشاري,06/660106
الثناء,الصيدليات,زحلة,معلقة زحلة ملك ادمون وريمون حاتم عقار 3127,08/814070
الجامعة الجديدة,الصيدليات,بيروت,راس النبع محمد الحوت درويش رقم العقار 5147,01/665522-01/633243
الجدوع,الصيدليات,زحلة,سعدنايل حي العين عقار رقم 1899 ملك ليلى فارس,NA
الجديدة,الصيدليات,بعلبك,بعلبك-صالح حيدر محمد الرفاعي ملك حبيب زغيب عقار 2983,08/370626
الجردي,الصيدليات,عاليه,الشويفات عقار رقم 2379 حي العمروسية شارع العين ملك أديب ملحم السوقي,05/437950
الجسر الواطي,الصيدليات,المتن,سن الفيل-الشارع العام-الجسر الواطي بناية ميناسيان عقار 237 قسم 10,01/488178
الجعيتاوي,الصيدليات,بيروت,الاشرفية-مستشفى الروم ملك مطرانية الارمن رقم العقار 921,01/581671-01/581627
الجمال,الصيدليات,بعبدا,الشياح حي كرم الزيتون شارع مار مارون عقار 878 ملك ساميا عساف,01/383853
الجمال,الصيدليات,بعبدا,قرنايل مفرق راس المتن-الشارع العام-ملك ابراهيم علي هلال عقار 3127,05/380290
الجمهور,الصيدليات,عاليه,الكحاله حي الجمهور الطريق العام ملك تنطوانيت الفغالي و ورثة المرحوم مالك القريه عقار 854,NA
الجنوب,الصيدليات,بعبدا,حارة حريك-راغب حرب-هاشم عقار 2516,01/554604
الجنى,الصيدليات,عاليه,بشامون حي المدارس بملكها عقار 2889 قسم 4 ب,05/803168
الجواد,الصيدليات,الهرمل,الهرمل -حي الدورة الشارع العام -عقار رقم 2021 -ملك حسين محمد ناصر الدين,03/149096 08/201466
الحاج,الصيدليات,الشوف,الجية-طريق صيدا-بيروت ملك محمد الحاج رقم العقار 1896 قسم 6,07/240712
الحاج,الصيدليات,بعبدا,الحازمية-مار الياس-ملك الحاج عقار 2114,05/457104-05/450718
الحاج الجديدة,الصيدليات,الشوف,سبلين-الشارع العام ملك عدنان شلاق رقم العقار 546,07/971515
الحاج حسن,الصيدليات,بعلبك,شمسطار-الساحة العامة حسن غصن عقار 312,NA
الحازمية الجديدة,الصيدليات,بعبدا,الحازمية-طريق الشام-بهية حداد عقار 1891,05/450290
الحدث HADATH PHARMACY,الصيدليات,بعبدا,الحدث العقارية عقار رقم 2550 القسمين 5و6 -ملك احمد عبد الرحيم صقر,03/025884
الحدث-بعلبك,الصيدليات,بعلبك,بعلبك حي التليلة الشارع العام عقار رقم 842 حدث بعلبك ملك علي احمد البواري,08/331200
الحدثي,الصيدليات,المتن,الدكوانة-بولفار كميل شمعون-مصطفى ونزير وبشير بنبوك عقار 4/8/1289,01/680866-01/690866
الحديثة,الصيدليات,بعلبك,بعلبك-بشارة الخوري ملك علي اسماعيل عقار 4328,08/371786
الحسام,الصيدليات,عاليه,عيناب عقار رقم 1230 بملكه,05/410425
الحسن,الصيدليات,بعلبك,قصرنبا-الشارع العام ملك حسن الديراني عقار 196 قسم 5,08/911636
الحسن,الصيدليات,بعبدا,حارة حريك-بعجور-ملك نزيه بعجور عقار 2446,01/542067
الحسنين,الصيدليات,عاليه,الشويفات -حي العمروسية-عقار E17/1629 ملك محمد عواض,NA
الحسيني,الصيدليات,جبيل,بلاط حي الوادي مار عبدا ملك طوني مارون ونديم وجوزف عون عقار 3440 قسمم 5,09/795880
الحسيني,الصيدليات,بعلبك,حي بعلبك شارع كميل شمعون عقار4445 ملك محمد علي الحسيني,03/517986-08/375415
الحشاش,الصيدليات,بيروت,الاشرفية-مستشفى الروم ملك نجيب ووديع الخطيب رقم العقار 1442,01/585011-01/585005
الحكمة,الصيدليات,جبيل,جبيل- ملك فكتور ابي غصن عقار 2477,09/546514
الحكمة,الصيدليات,بعلبك,الفاكهة-الطريق العام-المعلقة ملك انطوان الخوري عقار 797,08/325570
الحكمة,الصيدليات,زحلة,رياق-السلم ملك جوزف ميماسي عقار 434,08/901339
الحكمة الهرمل,الصيدليات,الهرمل,حي المعالي -الشارع الرئسي -عقار رقم 635-ملك نمرجادالكريم شاهين,NA
الحكيم,الصيدليات,بعبدا,حارة حريك-دكاش-فولادكار ملك عبدالحسن طاهر عقار 6/710,01/278858
الحلبي,الصيدليات,بيروت,المصيطبة-بشير جنبلاط ملك عمر العتر رقم العقار 1678 قسم 7,01/702344
الحموي,الصيدليات,البقاع الغربي,القرعون-الطريق العام ملك سعيد الحموي عقار 3408,08/630630
الحنان,الصيدليات,الشوف,كفرنبرخ-الشارع العام ملك نهاد شعبان رقم العقار 4438,NA
الحنان,الصيدليات,بعلبك,بوادي حي المرتضى الشارع العام ملك حسين احمد شمص عقار 2455,08/300349
الحوت,الصيدليات,بيروت,المصيطبة-وطى المصيطبة ملك الزهيري عقار 3484,01/816405
الحوراء,الصيدليات,بعبدا,حارة حريك-الشارع العام-بئر العبد-ملك نعمة شحيمي عقار 37 قسم 49,01/556060
الحياة,الصيدليات,الشوف,عين وزين -حي الحاره التحتا -الشارع العام -عقار رقم 43 -ملك الحسنيه,05/500671
الحياة,الصيدليات,زحلة,رياق-حوش حالا ملك محمد منذر عقار 1323,08/900903
الحياة,الصيدليات,زحلة,برالياس-المدخل الرئيسي ملك ابراهم سعد عقار 1777,NA
الحياة,الصيدليات,زحلة,شتورة عقار 501 حي الطريق الدولي الشارع العام ملك عبد الكريم محمد خرفان,08/507620
الحياة,الصيدليات,بعبدا,المريجة-الساحة ملك عوكر عقار 109,01/471132
الحياة فارم,الصيدليات,بعلبك,طاريا -الطريق العام عقار 2307 ملك أحمد حمية,08/332740
الخازن,الصيدليات,الشوف,عانوت- ملك مسجد عانوت رقم العقار 1174,03/885518
الخالد,الصيدليات,الشوف,السمقانية-الشارع العام ملك ذبيان رقم العقار 556,05/506181
الخراط,الصيدليات,المتن,الدورة-مستديرة الدورة برج حمود عقار 48 قسم 20- 21,01/269624
الخراط,الصيدليات,المتن,قرنة شهوان الطريق العام ملك تينو طعمة عقار 2347,04/927100
الخليل,الصيدليات,المتن,ضبيه-حارة البلانة ملك ربعمد عقار 150 قسم 11 و12,04/541174
الخليل,الصيدليات,بعبدا,حارة حريك-الشارع العام-ملك خضر سليم عقار 212,01/556064
الخليل الجديدة,الصيدليات,بعبدا,الشياح عقار 3684 بلوك (A),01/277930
الخوير,الصيدليات,راشيا,الرفيد-الشارع العام -عقار رقم 2741 ملك فؤاد شحاده,03/718235 08/560065
الخير,الصيدليات,المنية الضنية,المنية -حي الحكر -المنطقة العقارية المنية -الطريق العام القديم عقار رقم 2993 مقسم رقم 2 ملك كامل توفيق بكري,06/462345
الدامرجي,الصيدليات,بيروت,بيروت-التيان-الباشورة خندق الغميق ملك الاستاذ يوسف خليل رقم العقار 1257,01/660272
الدبس,الصيدليات,بعلبك,حي العسيرة الشارع العام ملك عصام فايز يحفوفي,08/373543
